"2015-01-02","11743201","84"
"2015-01-03","11743201","90"
"2015-01-04","11743201","91"
"2015-01-05","11743201","95"
"2015-01-06","11743201","99"
"2015-01-07","11743201","55"
"2015-01-08","11743201","40"
"2015-01-09","11743201","63"
"2015-01-10","11743201","69"
"2015-01-11","11743201","62"
"2015-01-12","11743201","57"
"2015-01-13","11743201","124"
"2015-01-14","11743201","44"
"2015-01-15","11743201","45"
"2015-01-16","11743201","24"
"2015-01-17","11743201","40"
"2015-01-18","11743201","64"
"2015-01-19","11743201","53"
"2015-01-20","11743201","176"
"2015-01-21","11743201","52"
"2015-01-22","11743201","49"
"2015-01-23","11743201","46"
"2015-01-24","11743201","47"
"2015-01-25","11743201","84"
"2015-01-26","11743201","92"
"2015-01-27","11743201","15"
"2015-01-28","11743201","75"
"2015-01-29","11743201","45"
"2015-01-30","11743201","49"
"2015-01-31","11743201","27"
"2015-02-01","11743201","55"
"2015-02-02","11743201","41"
"2015-02-03","11743201","75"
"2015-02-04","11743201","45"
"2015-02-05","11743201","47"
"2015-02-06","11743201","50"
"2015-02-07","11743201","64"
"2015-02-08","11743201","74"
"2015-02-09","11743201","58"
"2015-02-10","11743201","76"
"2015-02-11","11743201","76"
"2015-02-12","11743201","150"
"2015-02-13","11743201","92"
"2015-02-14","11743201","111"
"2015-02-15","11743201","26"
"2015-02-17","11743201","176"
"2015-02-18","11743201","100"
"2015-02-19","11743201","116"
"2015-02-20","11743201","96"
"2015-02-21","11743201","145"
"2015-02-22","11743201","119"
"2015-02-23","11743201","118"
"2015-02-24","11743201","222"
"2015-02-25","11743201","108"
"2015-02-26","11743201","44"
"2015-02-27","11743201","47"
"2015-02-28","11743201","54"
"2015-03-01","11743201","80"
"2015-03-02","11743201","59"
"2015-03-03","11743201","116"
"2015-03-04","11743201","62"
"2015-03-05","11743201","36"
"2015-03-06","11743201","50"
"2015-03-07","11743201","56"
"2015-03-08","11743201","76"
"2015-03-09","11743201","68"
"2015-03-10","11743201","122"
"2015-03-11","11743201","64"
"2015-03-12","11743201","51"
"2015-03-13","11743201","62"
"2015-03-14","11743201","88"
"2015-03-16","11743201","58"
"2015-03-17","11743201","100"
"2015-03-19","11743201","60"
"2015-03-20","11743201","61"
"2015-03-21","11743201","53"
"2015-03-22","11743201","62"
"2015-03-23","11743201","59"
"2015-03-24","11743201","148"
"2015-03-25","11743201","55"
"2015-03-26","11743201","54"
"2015-03-27","11743201","65"
"2015-03-28","11743201","56"
"2015-03-29","11743201","64"
"2015-03-30","11743201","65"
"2015-03-31","11743201","93"
"2015-04-01","11743201","47"
"2015-04-02","11743201","76"
"2015-04-04","11743201","80"
"2015-04-06","11743201","104"
"2015-04-07","11743201","111"
"2015-04-08","11743201","63"
"2015-04-09","11743201","218"
"2015-04-10","11743201","147"
"2015-04-11","11743201","206"
"2015-04-12","11743201","141"
"2015-04-13","11743201","189"
"2015-04-14","11743201","281"
"2015-04-15","11743201","29"
"2015-04-16","11743201","62"
"2015-04-17","11743201","55"
"2015-04-18","11743201","73"
"2015-04-19","11743201","84"
"2015-04-20","11743201","57"
"2015-04-21","11743201","84"
"2015-04-22","11743201","91"
"2015-04-23","11743201","208"
"2015-04-24","11743201","234"
"2015-04-25","11743201","223"
"2015-04-26","11743201","189"
"2015-04-27","11743201","153"
"2015-04-28","11743201","313"
"2015-04-29","11743201","62"
"2015-04-30","11743201","43"
"2015-05-01","11743201","46"
"2015-05-02","11743201","113"
"2015-05-03","11743201","89"
"2015-05-04","11743201","71"
"2015-05-05","11743201","111"
"2015-05-06","11743201","77"
"2015-05-07","11743201","81"
"2015-05-08","11743201","45"
"2015-05-09","11743201","49"
"2015-05-10","11743201","68"
"2015-05-11","11743201","65"
"2015-05-12","11743201","108"
"2015-05-13","11743201","63"
"2015-05-14","11743201","44"
"2015-05-15","11743201","56"
"2015-05-16","11743201","50"
"2015-05-17","11743201","40"
"2015-05-18","11743201","46"
"2015-05-19","11743201","102"
"2015-05-20","11743201","64"
"2015-05-21","11743201","64"
"2015-05-22","11743201","32"
"2015-05-23","11743201","64"
"2015-05-24","11743201","60"
"2015-05-25","11743201","73"
"2015-05-26","11743201","96"
"2015-05-27","11743201","71"
"2015-05-28","11743201","56"
"2015-05-29","11743201","59"
"2015-05-30","11743201","67"
"2015-05-31","11743201","69"
"2015-06-01","11743201","81"
"2015-06-02","11743201","89"
"2015-06-03","11743201","59"
"2015-06-04","11743201","63"
"2015-06-05","11743201","52"
"2015-06-06","11743201","45"
"2015-06-07","11743201","65"
