"2015-06-08","11743201","83"
"2015-06-09","11743201","105"
"2015-06-10","11743201","45"
"2015-06-11","11743201","101"
"2015-06-12","11743201","148"
"2015-06-13","11743201","124"
"2015-06-14","11743201","151"
"2015-06-15","11743201","135"
"2015-06-16","11743201","161"
"2015-06-17","11743201","137"
"2015-06-18","11743201","64"
"2015-06-19","11743201","24"
"2015-06-20","11743201","52"
"2015-06-21","11743201","59"
"2015-06-22","11743201","84"
"2015-06-23","11743201","102"
"2015-06-24","11743201","58"
"2015-06-25","11743201","64"
"2015-06-26","11743201","57"
"2015-06-27","11743201","48"
"2015-06-28","11743201","55"
"2015-06-29","11743201","86"
"2015-06-30","11743201","81"
"2015-07-02","11743201","253"
"2015-07-03","11743201","194"
"2015-07-04","11743201","190"
"2015-07-05","11743201","65"
"2015-07-06","11743201","147"
"2015-07-07","11743201","176"
"2015-07-08","11743201","101"
"2015-07-09","11743201","46"
"2015-07-10","11743201","52"
"2015-07-11","11743201","62"
"2015-07-12","11743201","75"
"2015-07-13","11743201","102"
"2015-07-14","11743201","99"
"2015-07-15","11743201","68"
"2015-07-16","11743201","124"
"2015-07-17","11743201","92"
"2015-07-18","11743201","119"
"2015-07-19","11743201","109"
"2015-07-20","11743201","128"
"2015-07-21","11743201","177"
"2015-07-22","11743201","90"
"2015-07-23","11743201","54"
"2015-07-24","11743201","60"
"2015-07-25","11743201","52"
"2015-07-26","11743201","58"
"2015-07-27","11743201","70"
"2015-07-28","11743201","89"
"2015-07-29","11743201","68"
"2015-07-30","11743201","56"
"2015-07-31","11743201","81"
"2015-08-01","11743201","62"
"2015-08-02","11743201","66"
"2015-08-03","11743201","54"
"2015-08-04","11743201","145"
"2015-08-05","11743201","50"
"2015-08-06","11743201","57"
"2015-08-07","11743201","49"
"2015-08-08","11743201","55"
"2015-08-09","11743201","56"
"2015-08-10","11743201","80"
"2015-08-11","11743201","90"
"2015-08-12","11743201","52"
"2015-08-13","11743201","80"
"2015-08-14","11743201","52"
"2015-08-15","11743201","90"
"2015-08-16","11743201","88"
"2015-08-17","11743201","81"
"2015-08-18","11743201","99"
"2015-08-19","11743201","59"
"2015-08-20","11743201","39"
"2015-08-21","11743201","50"
"2015-08-22","11743201","52"
"2015-08-23","11743201","70"
"2015-08-24","11743201","70"
"2015-08-25","11743201","69"
"2015-08-26","11743201","49"
"2015-08-27","11743201","60"
"2015-08-28","11743201","42"
"2015-08-29","11743201","45"
"2015-08-30","11743201","48"
"2015-08-31","11743201","81"
"2015-09-01","11743201","89"
"2015-09-02","11743201","73"
"2015-09-03","11743201","61"
"2015-09-04","11743201","73"
"2015-09-05","11743201","75"
"2015-09-06","11743201","75"
"2015-09-08","11743201","140"
"2015-09-09","11743201","118"
"2015-09-10","11743201","59"
"2015-09-11","11743201","63"
"2015-09-12","11743201","61"
"2015-09-13","11743201","67"
"2015-09-14","11743201","81"
