956,0,1,0,1043,1077,1,1
190,1,847,764,0,731,1,1
1,862,840,0,1,1,881,1
851,921,0,799,1,834,1,761
1,491,0,551,1,568,0,1
554,0,553,554,1,3,528,1
1,575,0,489,1,524,1,525
0,499,2,2,494,1,1,529
1,1,440,1,434,0,499,1
2,434,2,452,646,1,2,1103
